road,suburb,county,state_district,state,ISO3166-2-lvl4,postcode,country,country_code,city,neighbourhood,village,city_district,amenity,house_number,tourism,shop,man_made,town,healthcare,municipality,district,industrial,highway,building,residential,office,historic,railway,place
Grand Southern Trunk Road,Irumbuliyur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,Peerkankaranai,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,East Tambaram,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600059,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,East Tambaram,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600059,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Chromepet,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600044,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Chromepet,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600044,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Chromepet,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600044,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Chromepet,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600044,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Chromepet,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600044,India,in,,,,,,,,,,,,,,,,,,,,,
Pallavaram - Thoraipakkam Road,Nemilichery,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600117,India,in,,,,,,,,,,,,,,,,,,,,,
Pallavaram - Thoraipakkam Road,Nemilichery,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600117,India,in,,,,,,,,,,,,,,,,,,,,,
Pallavaram - Thoraipakkam Road,Nemilichery,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600117,India,in,,,,,,,,,,,,,,,,,,,,,
Keelkattalai Flyover,Keelkattalai,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600117,India,in,,,,,,,,,,,,,,,,,,,,,
Pallavaram - Thoraipakkam Road,Keelkattalai,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600117,India,in,,,,,,9,,,,,,,,,,JONES BLAZIA,,,,,
Pallavaram - Thoraipakkam Road,Keelkattalai,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600117,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Cheyyur,Chengalpattu District,Tamil Nadu,IN-TN,603319,India,in,,,Melmavurathur,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Cheyyur,Chengalpattu District,Tamil Nadu,IN-TN,603319,India,in,,,Melmavurathur,,,,,,,,,,,,,,,,,,
Pallavaram - Thoraipakkam Road,Zone 14 Perungudi,Sholinganallur,Chennai District,Tamil Nadu,IN-TN,601100,India,in,,CMWSSB Division 188,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Cheyyur,Chengalpattu District,Tamil Nadu,IN-TN,603319,India,in,,,Melmavurathur,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Cheyyur,Chengalpattu District,Tamil Nadu,IN-TN,603319,India,in,,,Melmavurathur,,,,,,,,,,,,,,,,,,
Taramani Road,Velachery,,Chennai District,Tamil Nadu,IN-TN,600042,India,in,,Vijaynagar,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Cheyyur,Chengalpattu District,Tamil Nadu,IN-TN,603319,India,in,,,Melmavurathur,,,,,,,,,,,,,,,,,,
Taramani Road,Velachery,,Chennai District,Tamil Nadu,IN-TN,600042,India,in,,Vijaynagar,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603306,India,in,,,,,,,,,,Maduranthakam,,,,,,,,,,,
Haddows Road,Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Ward 111,,,,,,,,,,,,,,,,,,,
Uttamar Gandhi Salai,Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,CMWSSB Division 110,,,,,,,,,,,,,,,,,,,
Chennai - Trichy - Dindugal Road (Old NH45),,,Chengalpattu District,Tamil Nadu,IN-TN,603306,India,in,,,Gandhi Nagar,,,,,,,Maduranthakam,,,,,,,,,,,
Madurantakam - Vennangupet Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603306,India,in,,,,,,,,,,Maduranthakam,,,,,,,,,,,
Adithanar Road,Zone 5 Royapuram,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Pudupet,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603306,India,in,,,,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603303,India,in,,,Bukkathurai,,,,,,,Maduranthakam,,,,,,,,,,,
Peters Road,Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Lloyds Colony,,,,,,,,,,,,,,,,,,,
Peters Road,Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Ward 119,,,,,,,,,,,,,,,,,,,
Anna Flyover,Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,CMWSSB Division 111,,,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Ellaiamman Colony,,,,,,,Anna Flyover,,,,,,,,,,,,
Grand Southern Trunk Road,,,Chengalpattu District,Tamil Nadu,IN-TN,603201,India,in,,,Vadapattu,,,,,,,Maduranthakam,,,,,,,,,,,
Anna Salai (Mount Road),Zone 9 Teynampet,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Ward 117,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603201,India,in,,,Irunkunrapalli,,,,,,,,,,,,,,,,,,
Chennai - Trichy - Dindugal Road (Old NH45),,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Vedanārāyanapuram,,,,,,,,,,,,,,,,,,
Chennai - Trichy - Dindugal Road (Old NH45),,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Vedanārāyanapuram,,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Todhunter Nagar,,,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600035,India,in,Chennai,Todhunter Nagar,,,,535,,Audi Chennai,,,,,,,,,,,,,
Chennai - Trichy - Dindugal Road (Old NH45),,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,,,,,,,,Chengalpattu,,,,,,,,,,,
Anna Salai (Mount Road),Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Todhunter Nagar,,,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Todhunter Nagar,,,,,,,,,,,,,,,,,,,
,Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Srinagar Colony,,,,,,,,,,,,,,,,,,,
Sardar Patel Road,Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Srinagar Colony,,,,,,,,,,,,,,,,,,,
Chennai - Trichy - Dindugal Road (Old NH45),Gokulapuram,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,Vedachalam Nagar,,,,,,,,Chengalpattu,,,,,,,,,,,
,Zone 13 Adyar,,Chennai District,Tamil Nadu,IN-TN,600001,India,in,Chennai,Arunachalapuram,,,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Ward 160,Alandur,Chennai District,Tamil Nadu,IN-TN,600015,India,in,,CMWSSB Division 160,,Zone 12 Alandur,,,,,,,,,,,,,,,,,
Chennai - Trichy - Dindugal Road (Old NH45),Gokulapuram,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,Vedachalam Nagar,,,,,,,,Chengalpattu,,,,,,,,,,,
Anna Salai (Mount Road),Ward 160,Alandur,Chennai District,Tamil Nadu,IN-TN,600016,India,in,,CMWSSB Division 160,,Zone 12 Alandur,,,,,,,,,,,,,,,,,
Anna Salai (Mount Road),Ward 160,Alandur,Chennai District,Tamil Nadu,IN-TN,600016,India,in,,CMWSSB Division 160,,Zone 12 Alandur,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,St. Thomas Mount Cantonment,Alandur,Chennai District,Tamil Nadu,IN-TN,600016,India,in,St. Thomas Mount Cantonment,CMWSSB Division 201,,Zone 12 Alandur,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,St. Thomas Mount Cantonment,Alandur,Chennai District,Tamil Nadu,IN-TN,600016,India,in,St. Thomas Mount Cantonment,CMWSSB Division 201,,Zone 12 Alandur,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,St. Thomas Mount Cantonment,Alandur,Chennai District,Tamil Nadu,IN-TN,600016,India,in,St. Thomas Mount Cantonment,CMWSSB Division 201,,Zone 12 Alandur,,,,,,,,,,,,,,,,,
Chennai - Trichy - Dindugal Road (Old NH45),Gokulapuram,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,Vedachalam Nagar,,,,,,,,Chengalpattu,,,,,,,,,,,
Grand Southern Trunk Road,St. Thomas Mount Cantonment,Alandur,Chennai District,Tamil Nadu,IN-TN,600016,India,in,St.Thomas Mount-Pallavaram Cantonment Board,CMWSSB Division 201,,,,,,,,,,,,,,,,,,,
Chennai - Trichy - Dindugal Road (Old NH45),Gokulapuram,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,Vedachalam Nagar,,,,,,,,Chengalpattu,,,,,,,,,,,
Madipakkam - Velachery Road,Zone 14 Perungudi,Sholinganallur,Chennai District,Tamil Nadu,IN-TN,600091,India,in,,Sheela Nagar,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,St. Thomas Mount Cantonment,Alandur,Chennai District,Tamil Nadu,IN-TN,600016,India,in,St.Thomas Mount-Pallavaram Cantonment Board,CMWSSB Division 201,,,,,,,,,,,,,,,,,,,
Sadras - Chengalpattu - Kancheepuram - Arakkonam - Tiruthani Road,Natham,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,,,,,,,,Chengalpattu,,,,,,,,,,,
Grand Southern Trunk Road,St. Thomas Mount Cantonment,Alandur,Chennai District,Tamil Nadu,IN-TN,600114,India,in,St. Thomas Mount Cantonment,CMWSSB Division 201,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Natham,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Thimmapuram,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Natham,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Pulippākkam,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Natham,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603001,India,in,,,Pulippākkam,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,St. Thomas Mount Cantonment,Alandur,Chennai District,Tamil Nadu,IN-TN,600027,India,in,St. Thomas Mount Cantonment,CMWSSB Division 201,,Zone 12 Alandur,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,St. Thomas Mount Cantonment,Alandur,Chennai District,Tamil Nadu,IN-TN,600027,India,in,St. Thomas Mount Cantonment,CMWSSB Division 201,,Zone 12 Alandur,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,St. Thomas Mount Cantonment,Alandur,Chennai District,Tamil Nadu,IN-TN,600027,India,in,St. Thomas Mount Cantonment,CMWSSB Division 201,,Zone 12 Alandur,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603004,India,in,,,Kāndalūr,,,,,,,,,,,,,,,,,,
Mount - Medavakkam Road,Keelkattalai,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600117,India,in,,Park Square colony,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,St. Thomas Mount Cantonment,Alandur,Chennai District,Tamil Nadu,IN-TN,600027,India,in,St. Thomas Mount Cantonment,CMWSSB Division 201,,Zone 12 Alandur,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,St. Thomas Mount Cantonment,Alandur,Chennai District,Tamil Nadu,IN-TN,600027,India,in,St. Thomas Mount Cantonment,CMWSSB Division 201,,Zone 12 Alandur,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603004,India,in,,,Kāndalūr,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Meenambakkam,Alandur,Chennai District,Tamil Nadu,IN-TN,600043,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Meenambakkam,Alandur,Chennai District,Tamil Nadu,IN-TN,600043,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Tirusulam,Alandur,Chennai District,Tamil Nadu,IN-TN,600043,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Chromepet,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600044,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
Medavakkam Main Road,Nanmangalam,Sholinganallur,Chennai District,Tamil Nadu,IN-TN,600117,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Chromepet,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600044,India,in,,,,,,159,,Saravana Stores,,,,,,,,,,,,,
Grand Southern Trunk Road,Chromepet,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600044,India,in,,,,,,,,,,,,,,,,,,,,,
Velachery Main Road,Zone 14 Perungudi,Sholinganallur,Chennai District,Tamil Nadu,IN-TN,601100,India,in,,Kuberan Nagar,,,,,,,,,,,,,,,,,,,
Medavakkam Main Road,Nanmangalam,Sholinganallur,Chennai District,Tamil Nadu,IN-TN,600117,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Chromepet,Pallavaram,Chengalpattu District,Tamil Nadu,IN-TN,600044,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,East Tambaram,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600059,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
,Chitlapakkam,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600064,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,East Tambaram,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600059,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,East Tambaram,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600059,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
Medavakkam Main Road,Nanmangalam,Sholinganallur,Chennai District,Tamil Nadu,IN-TN,600117,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,East Tambaram,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600059,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Medavakkam Koot Road,,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,East Tambaram,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600059,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Maraimalai Nagar Industrial Area,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603204,India,in,,,Singaperumal Koil,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Irumbuliyur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Irumbuliyur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Medavakkam Maempalam,Jayachandran Nagar,Sholinganallur,Chennai District,Tamil Nadu,IN-TN,600100,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Irumbuliyur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Irumbuliyur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,Peerkankaranai,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603202,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Velachery Mudhanmai Salai,Gowriwakkam,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,601302,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603202,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Perungalathur Flyover,Irumbuliyur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,Peerkankaranai,,,,,,,,,,,,,,,,,,,
,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603202,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603202,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603202,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Perungalathur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,Peerkankaranai,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603202,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Perungalathur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,Peerkankaranai,,,,,,,,,,,,,,,,,,,
Velachery Mudhanmai Salai,East Tambaram,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600059,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Vandalur,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Vandalur,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,,,,,,,,,,,,,,,,,
Velachery Mudhanmai Salai,East Tambaram,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600059,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Outer Ring Road,Vandalur,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,,,,,,,,,,,,,,,,,
Outer Ring Road,Vandalur,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,,,,,,,,,,,,,,,,,
,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,,,,,,,,,,,,,,,,,
Velachery Mudhanmai Salai,East Tambaram,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600059,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Velachery Mudhanmai Salai,East Tambaram,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600059,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Tambaram Bridge,Selaiyur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600073,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Irumbuliyur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Irumbuliyur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,Peerkankaranai,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Irumbuliyur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,Peerkankaranai,,,,,,,,,,,,,,,,,,,
Perungalathur Flyover,Irumbuliyur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,Peerkankaranai,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Vandalur,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,,,,,,,,,,,,,,,,,
Vandalur - Mambakkam - Kelambakkam Road,Kolapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,600127,India,in,,,Rathinamangalam,,,,,,,,,,,,,,,,,,
BS Abdur Rahman University Gate,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,BS Abdur Rahman University,,,,,,,,,,,,,,,,
BS Abdur Rahman University Gate,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,BS Abdur Rahman University,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Vandalur,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,,,,,,,,,,,,,,,,,
Outer Ring Road,Vandalur,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,,,,,,,,,,,,,,,,,
Outer Ring Road,Vandalur,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Vandalur,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Vandalur,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Vandalur,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Vandalur,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603211,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Vandalur,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603210,India,in,,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Perungalathur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603211,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603211,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Perungalathur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Perungalathur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Urapakkam,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603211,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Perungalathur Maempalam,Perungalathur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,Peerkankaranai,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Irumbuliyur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,Peerkankaranai,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,,Chengalpattu,Chengalpattu District,Tamil Nadu,IN-TN,603202,India,in,,,Guduvancheri,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Irumbuliyur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,Peerkankaranai,,,,,,,,,,,,,,,,,,,
Perungalathur Maempalam,Perungalathur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,Peerkankaranai,,,,,,,,,,,,,,,,,,,
Grand Southern Trunk Road,Irumbuliyur,Tambaram,Chengalpattu District,Tamil Nadu,IN-TN,600045,India,in,Tambaram,Peerkankaranai,,,,,,,,,,,,,,,,,,,
